Date,Institutional Net,Retail Net
2023-10-24,24804,-14614
2023-10-31,25439,-16099
2023-11-07,19017,-10484
2023-11-14,17495,-10350
2023-11-21,15917,-7769
2023-11-28,17881,-8539
2023-12-05,23335,-7703
2023-12-12,31066,-6663
2023-12-19,28013,-9351
2023-12-26,29334,-8434
2024-01-02,33758,-10590
2024-01-09,32572,-10677
2024-01-16,32381,-9322
2024-01-23,30158,-9911
2024-01-30,30015,-12539
2024-02-06,32837,-12274
2024-02-13,36601,-13785
2024-02-20,36374,-13994
2024-02-27,43706,-12670
2024-03-05,44729,-14269
2024-03-12,47748,-9120
2024-03-19,34257,-12544
2024-03-26,30389,-14860
2024-04-02,34307,-20950
2024-04-09,29543,-16564
2024-04-16,31998,-18516
2024-04-23,31285,-18463
2024-04-30,34796,-20638
2024-05-07,32307,-19530
2024-05-14,32966,-18780
2024-05-21,34392,-17188
2024-05-28,43800,-18641
2024-06-04,47410,-15463
2024-06-11,60274,-15833
2024-06-18,54798,-16511
2024-06-25,58531,-18515
2024-07-02,60890,-21898
2024-07-09,57446,-18413
2024-07-16,51706,-20897
2024-07-23,46342,-28285
2024-07-30,43032,-30149
2024-08-06,32095,-22212
2024-08-13,28755,-15652
2024-08-20,32947,-14843
2024-08-27,37548,-14738
2024-09-03,45160,-16858
2024-09-10,45833,-13617
2024-09-17,38398,-14068
2024-09-24,45683,-18425
2024-10-01,51899,-18326
